597,f4483091-686d-414a-bb15-9,1111110614,Virginia Police Fund,R,VPF,VARC,8045001961,7387,100,346
598,f4483091-686d-414a-bb15-9,1111110615,Virginia Police Fund,R,VPF,VARC,8045001961,7387,100,346
599,44ba091d-7ec9-432e-a267-9,1111110200,MPI All-Default,R,ALLDFLT,,8006803192,7351,50,347
600,44ba091d-7ec9-432e-a267-9,1111110201,MPI All-Default,R,ALLDFLT,,8006803192,7351,50,347
601,44ba091d-7ec9-432e-a267-9,1111110202,MPI All-Default,R,ALLDFLT,,8006803192,7351,50,347
602,44ba091d-7ec9-432e-a267-9,1111110203,MPI All-Default,R,ALLDFLT,,8006803192,7351,50,347
603,44ba091d-7ec9-432e-a267-9,1111110204,MPI All-Default,R,ALLDFLT,,8006803192,7351,50,347
604,44ba091d-7ec9-432e-a267-9,1111110205,MPI All-Default,R,ALLDFLT,,8006803192,7351,50,347
605,44ba091d-7ec9-432e-a267-9,1111110206,MPI All-Default,R,ALLDFLT,,8006803192,7351,50,347
606,44ba091d-7ec9-432e-a267-9,1111110207,MPI All-Default,R,ALLDFLT,,8006803192,7351,50,347
607,44ba091d-7ec9-432e-a267-9,1111110208,MPI All-Default,R,ALLDFLT,,8006803192,7351,50,347
608,44ba091d-7ec9-432e-a267-9,1111110209,MPI All-Default,R,ALLDFLT,,8006803192,7351,50,347
609,44ba091d-7ec9-432e-a267-9,1111110210,MPI All-Default,R,ALLDFLT,,8006803192,7351,50,347
610,44ba091d-7ec9-432e-a267-9,1111110211,MPI All-Default,R,ALLDFLT,,8006803192,7351,50,347
611,44ba091d-7ec9-432e-a267-9,1111110212,MPI All-Default,R,ALLDFLT,,8006803192,7351,50,347
612,44ba091d-7ec9-432e-a267-9,1111110213,MPI All-Default,R,ALLDFLT,,8006803192,7351,50,347
613,44ba091d-7ec9-432e-a267-9,1111110214,MPI All-Default,R,ALLDFLT,,8006803192,7351,50,347
614,44ba091d-7ec9-432e-a267-9,1111110215,MPI All-Default,R,ALLDFLT,,8006803192,7351,50,347
615,44ba091d-7ec9-432e-a267-9,1111110216,MPI All-Default,R,ALLDFLT,,8006803192,7351,50,347
616,44ba091d-7ec9-432e-a267-9,1111110217,MPI All-Default,R,ALLDFLT,,8006803192,7351,50,347
617,6c50124d-f581-408e-9fc8-2,1111110224,MPI OB-Default,R,OBDFLT,,8004724218,7350,50,348
618,6c50124d-f581-408e-9fc8-2,1111110225,MPI OB-Default,R,OBDFLT,,8004724218,7350,50,348
619,6c50124d-f581-408e-9fc8-2,1111110226,MPI OB-Default,R,OBDFLT,,8004724218,7350,50,348
620,6c50124d-f581-408e-9fc8-2,1111110227,MPI OB-Default,R,OBDFLT,,8004724218,7350,50,348
621,6c50124d-f581-408e-9fc8-2,1111110228,MPI OB-Default,R,OBDFLT,,8004724218,7350,50,348
622,6c50124d-f581-408e-9fc8-2,1111110229,MPI OB-Default,R,OBDFLT,,8004724218,7350,50,348
623,6c50124d-f581-408e-9fc8-2,1111110230,MPI OB-Default,R,OBDFLT,,8004724218,7350,50,348
624,6c50124d-f581-408e-9fc8-2,1111110231,MPI OB-Default,R,OBDFLT,,8004724218,7350,50,348
625,6c50124d-f581-408e-9fc8-2,1111110232,MPI OB-Default,R,OBDFLT,,8004724218,7350,50,348
626,6c50124d-f581-408e-9fc8-2,1111110233,MPI OB-Default,R,OBDFLT,,8004724218,7350,50,348
