861,1111110960,NA,NA,X
862,1111110961,NA,NA,X
863,1111110962,NA,NA,X
864,1111110963,NA,NA,X
865,1111110964,NA,NA,X
866,1111110965,NA,NA,X
867,1111110966,NA,NA,X
868,1111110967,NA,NA,X
869,1111110968,NA,NA,X
870,1111110969,NA,NA,X
871,1111110970,NA,NA,X
872,1111110971,NA,NA,X
873,1111110972,NA,NA,X
874,1111110973,NA,NA,X
875,1111110974,NA,NA,X
876,1111110975,NA,NA,X
877,1111110976,NA,NA,X
878,1111110977,NA,NA,X
879,1111110978,NA,NA,X
880,1111110979,NA,NA,X
881,1111110980,NA,NA,X
882,1111110981,NA,NA,X
883,1111110982,NA,NA,X
884,1111110983,NA,NA,X
885,1111110984,NA,NA,X
886,1111110985,NA,NA,X
887,1111110986,NA,NA,X
888,1111110987,NA,NA,X
889,1111110988,NA,NA,X
890,1111110989,NA,NA,X
891,1111110990,NA,NA,X
892,1111110991,NA,NA,X
893,1111110992,NA,NA,X
894,1111110993,NA,NA,X
895,1111110994,NA,NA,X
896,1111110995,NA,NA,X
897,1111110996,NA,NA,X
898,1111110997,NA,NA,X
899,1111110998,NA,NA,X
900,1111110999,NA,NA,X
